Symbol,Period,Total Asset,TotalLiabilities('000 Baht),Paid-upCap('000 Baht),Equity('000 Baht),Revenue('000 Baht),Expenses('000 Baht),EBITDA('000 Baht),EBIT('000 Baht),Net Profit('000 Baht),EPS**(Baht),Operating Cash Flow('000 Baht),Investing Cash Flow('000 Baht),Financing Cash Flow('000 Baht),Net Cash Flow('000 Baht),Return onEquity+(%),Return onAsset+(%),Gross ProfitMargin(%),Net ProfitMargin(%),EBIT Margin(%),D/E(Times),Int. Coverage(Times),Current Ratio(Times),Quick Ratio(Times),FixedAssetTurnover+(Times),TotalAssetTurnover+(Times),Inventory Turnover+(Times),Average Sale Period+(Days),Accounts Receivable Turnover+(Times),Average Collection Period+(Days),Account Payable Turnover+(Times),Average Payment Period+(Days),Cash Cycle+(Days),Equity Multiplier,Period
Mk,Q1/2020,17113804.00,10378151.00,1091205.00,6735653.00,666277.00,635107.00,96629.00,31170.00,-59745.00,-0.05,22930.00,242545.00,203749.00,469224.00,-0.15,2.24,33.25,-8.97,4.68,1.54,0.33,1.71,0.16,0.81,0.21,0.36,1005.16,190.62,1.91,7.94,45.96,961.12,2.54,2020Q1
MK,2019,16706851.84,9911927.31,1091205.07,6794924.53,4602685.63,4039358.02,773950.29,563327.61,177446.77,0.16,966833.35,-1726395.37,778962.47,19400.45,2.64,3.47,32.30,3.86,12.24,1.46,1.72,1.94,0.30,1.16,0.28,0.49,743.89,268.98,1.36,10.92,33.43,711.82,2.46,2019
MK,2018,15726766.03,9080745.44,992010.18,6646020.59,4713137.94,4032677.42,856092.45,680460.52,305924.72,0.31,2046406.92,-2365686.92,303730.29,-15549.71,4.63,4.55,32.67,6.49,14.44,1.37,2.29,1.98,0.03,2.06,0.32,0.40,918.46,329.28,1.11,18.74,19.48,900.09,2.37,2018
MK,2017,14179835.00,7511948.10,992010.18,6560084.45,3264365.45,2727639.63,672088.66,536725.82,233250.82,0.24,177161.58,-331207.61,177274.87,23228.84,3.55,3.88,34.52,7.15,16.44,1.15,2.42,3.26,0.16,3.68,0.24,0.26,1428.12,22.59,16.16,16.72,21.83,1422.44,2.16,2017
MK,2016,13507817.09,6814398.84,992010.18,6580904.53,3081285.31,2472847.71,729550.38,608437.60,350794.02,0.35,-719321.02,-930626.55,1437044.25,-212903.31,5.38,4.83,35.07,11.38,19.75,1.04,4.13,2.82,0.25,4.02,0.24,0.29,1270.72,15.31,23.84,12.31,29.64,1264.91,2.05,2016
MK,2015,11677556.68,5039827.02,992010.18,6470729.91,3996519.00,3215145.22,821224.00,781373.78,626714.93,0.71,878040.88,-2440597.65,1839993.40,277436.62,10.50,8.21,30.42,15.68,19.55,0.78,21.77,2.53,0.30,5.81,0.42,0.42,869.81,42.01,8.69,17.82,20.49,858.02,1.80,2015
Nch,Q1/2015,5227883.00,2825878.00,1185985.00,2402005.00,488782.00,427284.00,67977.00,61498.00,31530.00,0.03,15838.00,-3875.00,3521.00,15484.00,5.92,4.97,33.20,6.45,12.58,1.18,2.78,2.85,0.02,13.46,0.41,0.30,1236.51,16390.95,0.02,6.07,60.17,1176.36,2.18,2015Q1
Nch,Q2/2015,5150645.00,2747728.00,1185985.00,2402917.00,608452.00,530073.00,85206.00,78379.00,44793.00,0.04,237090.00,-7826.00,-224959.00,4305.00,6.49,5.49,31.60,7.36,12.88,1.14,3.60,2.32,0.01,14.39,0.44,0.32,1147.99,24232.81,0.02,6.43,56.72,1091.29,2.14,2015Q2
Nch,Q3/2015,5062156.00,2638913.00,1185985.00,2423243.00,493168.00,444623.00,55263.00,48545.00,20326.00,0.02,244928.00,-12749.00,-229800.00,2379.00,7.09,5.95,31.46,4.12,9.84,1.09,2.14,2.17,0.01,15.28,0.46,0.33,1092.81,50513.84,0.01,7.58,48.15,1044.67,2.09,2015Q3
Nch,Q4/2015,5014358.71,2562838.03,1185985.05,2451520.67,546929.90,486156.22,67204.94,60773.68,28278.17,0.03,344415.30,-16839.60,-309896.65,17679.04,5.18,4.87,33.68,5.17,11.11,1.05,2.73,2.44,0.02,15.08,0.42,0.31,1195.10,198202.89,0.00,7.59,48.08,1147.02,2.05,2015Q4
Nch,Q1/2016,5043737.00,2604806.00,1185985.00,2438931.00,326196.00,319479.00,13378.00,6717.00,-12259.00,-0.01,-51326.00,-1119.00,52753.00,308.00,3.35,3.79,29.84,-3.76,2.06,1.07,0.31,2.41,0.02,14.24,0.38,0.28,1288.57,847.03,0.43,5.92,61.67,1227.33,2.07,2016Q1
Nch,Q2/2016,4997384.00,2531590.00,1245284.00,2465794.00,477541.00,412378.00,71768.00,65163.00,33452.00,0.03,63787.00,-3500.00,-72427.00,-12140.00,2.87,3.57,34.38,7.01,13.65,1.03,2.84,2.21,0.01,13.55,0.36,0.27,1373.23,46129.87,0.01,5.11,71.39,1301.85,2.03,2016Q2
Nch,Q3/2016,4997360.00,2537661.00,1245284.00,2459699.00,294088.00,291433.00,9412.00,2655.00,-6095.00,-0.01,97057.00,389.00,-116381.00,-18935.00,1.78,2.69,30.82,-2.07,0.90,1.03,0.27,2.26,0.01,12.36,0.33,0.24,1528.12,45750.79,0.01,4.87,74.98,1453.15,2.03,2016Q3
Nch,Q4/2016,5097076.33,2631750.79,1245283.69,2465325.54,338145.06,320532.25,24034.31,17612.81,5626.50,0.01,-37393.49,-8112.51,29046.13,-16459.87,0.84,1.82,32.06,1.66,5.21,1.07,1.46,2.49,0.01,10.97,0.28,0.21,1752.50,0.00,0.00,6.12,59.67,1692.83,2.07,2016Q4
Nch,Q1/2017,5053259.00,2582619.00,1245284.00,2470640.00,361059.00,337434.00,30099.00,23625.00,5315.00,0.00,103693.00,-2129.00,-91021.00,10543.00,1.56,2.16,33.16,1.47,6.54,1.05,1.42,3.59,0.02,11.79,0.29,0.21,1719.78,647.18,0.56,5.74,63.56,1656.79,2.05,2017Q1
Nch,Q2/2017,4966459.00,2494551.00,1245284.00,2471908.00,358388.00,339036.00,26372.00,19352.00,1268.00,0.00,192217.00,-3473.00,-167509.00,21235.00,0.25,1.27,31.14,0.35,5.40,1.01,1.27,3.79,0.03,11.02,0.27,0.20,1811.70,72551.01,0.01,5.92,61.62,1750.09,2.01,2017Q2
Nch,Q3/2017,4866440.00,2383344.00,1245284.00,2483096.00,377867.00,338864.00,45350.00,39003.00,11188.00,0.01,337342.00,-6680.00,-306124.00,24538.00,0.95,2.02,35.87,2.96,10.32,0.96,1.26,3.56,0.03,11.44,0.29,0.21,1718.17,21270.68,0.02,5.33,68.49,1649.70,1.96,2017Q3
Nch,Q4/2017,4765220.72,2275883.05,1245283.69,2489337.66,359645.32,341287.54,24818.08,18357.78,1047.43,0.01,477234.12,267350.25,-735872.87,8711.50,0.76,2.03,33.43,0.29,5.10,0.91,1.09,3.36,0.02,12.07,0.30,0.21,1718.80,45048.01,0.01,6.66,54.78,1664.03,1.91,2017Q4
Nch,Q1/2018,4712775.00,2216709.00,1245284.00,2496066.00,402777.00,373545.00,35251.00,29232.00,6728.00,0.01,130739.00,-784.00,-91064.00,38891.00,0.81,2.17,33.55,1.67,7.26,0.89,1.47,2.94,0.04,13.04,0.31,0.22,1649.20,46505.38,0.01,7.00,52.17,1597.04,1.89,2018Q1
Nch,Q2/2018,4565252.00,2049555.00,1245284.00,2515697.00,405757.00,357960.00,53770.00,47797.00,19631.00,0.02,279547.00,-1922.00,-275278.00,2347.00,1.55,2.82,35.37,4.84,11.78,0.81,2.18,2.91,0.02,13.85,0.32,0.23,1589.42,71440.89,0.01,8.19,44.59,1544.84,1.81,2018Q2
Nch,Q3/2018,4479169.00,1952789.00,1245284.00,2526380.00,313559.00,284910.00,34673.00,28649.00,10683.00,0.01,463514.00,-2478.00,-464543.00,-3507.00,1.52,2.65,35.68,3.41,9.14,0.77,1.89,2.89,0.01,12.86,0.32,0.23,1620.75,15087.34,0.02,8.36,43.67,1577.11,1.77,2018Q3
Nch,Q4/2018,4249626.96,1663988.61,1245283.69,2585638.36,660099.49,593018.60,72707.83,67080.89,59258.69,0.05,723788.08,-4522.74,-711761.00,7504.34,3.80,3.83,29.16,8.98,10.16,0.64,42.70,2.83,0.02,15.88,0.40,0.29,1271.07,54751.15,0.01,10.84,33.67,1237.41,1.64,2018Q4
Nch,Q1/2019,4149277.00,1530815.00,1245284.00,2618462.00,408468.00,357139.00,56673.00,51329.00,32823.00,0.03,206568.00,-2369.00,-161579.00,42620.00,4.79,4.40,35.93,8.04,12.57,0.58,4.55,2.95,0.06,16.25,0.40,0.29,1243.14,32352.20,0.01,10.32,35.38,1207.77,1.58,2019Q1
Nch,Q2/2019,4097065.00,1525544.00,1245284.00,2571521.00,219934.00,223442.00,1779.00,-3508.00,-9583.00,-0.01,201296.00,-6913.00,-206484.00,-12101.00,3.66,3.31,33.49,-4.36,-1.60,0.59,-0.36,3.29,0.02,14.96,0.37,0.27,1361.99,23558.76,0.02,9.72,37.54,1324.47,1.59,2019Q2
Nch,Q3/2019,4061181.00,1472637.00,1245284.00,2586044.00,370142.00,338613.00,36702.37,31529.00,14658.00,0.01,319197.56,219.18,-276886.00,42530.74,3.80,3.43,36.46,3.96,8.52,0.57,2.69,3.53,0.07,16.83,0.39,0.28,1304.23,18151.43,0.02,11.25,32.45,1271.80,1.57,2019Q3
Nch,Q4/2019,4102700.31,1530746.36,1245283.69,2567479.76,254290.71,263299.14,-3765.94,-9008.43,-16126.13,-0.01,267223.66,-10175.74,-259056.67,-2008.75,0.84,1.68,16.76,-6.34,-3.54,0.60,-0.94,3.58,0.03,12.48,0.30,0.22,1650.04,34106.68,0.01,8.61,42.40,1607.65,1.60,2019Q4
Nch,Q1/2020,4070124.00,1490808.00,1245284.00,2575829.00,333290.00,315004.00,23944.00,18286.00,8349.00,0.01,102952.00,-12234.00,-74246.00,16472.00,-0.10,0.91,31.62,2.51,5.49,0.58,1.92,3.69,0.06,11.84,0.29,0.22,1672.73,206.42,1.77,4.56,80.02,1594.48,1.58,2020Q1
NCH,2019,4102700.31,1530746.36,1245283.69,2567479.76,1252834.71,1182493.14,91388.43,70341.57,21771.87,0.02,267223.66,-10175.74,-259056.67,-2008.75,0.84,1.68,31.76,1.74,5.61,0.60,1.66,3.58,0.03,12.48,0.30,0.22,1650.04,34106.68,0.01,8.61,42.40,1607.65,1.60,2019
NCH,2018,4249626.96,1663988.61,1245283.69,2585638.36,1782192.49,1609433.60,196401.83,172758.89,96300.69,0.08,723788.08,-4522.74,-711761.00,7504.34,3.80,3.83,32.74,5.40,9.69,0.64,2.94,2.83,0.02,15.88,0.40,0.29,1271.07,54751.15,0.01,10.84,33.67,1237.41,1.64,2018
NCH,2017,4765220.72,2275883.05,1245283.69,2489337.66,1456959.32,1356621.54,126639.08,100337.78,18818.43,0.02,477234.12,267350.25,-735872.87,8711.50,0.76,2.03,33.43,1.29,6.89,0.91,1.26,3.36,0.02,12.07,0.30,0.21,1718.80,45048.01,0.01,6.66,54.78,1664.03,1.91,2017
NCH,2016,5097076.33,2631750.79,1245283.69,2465325.54,1435970.06,1343822.25,118592.31,92147.81,20724.50,0.02,-37393.49,-8112.51,29046.13,-16459.87,0.84,1.82,32.08,1.44,6.42,1.07,1.38,2.49,0.01,10.97,0.28,0.21,1752.50,0.00,0.00,6.12,59.67,1692.83,2.07,2016
NCH,2015,5014358.71,2562838.03,1185985.05,2451520.67,2137331.90,1888136.22,275650.94,249195.68,124927.17,0.11,344415.30,-16839.60,-309896.65,17679.04,5.18,4.87,32.62,5.85,11.66,1.05,2.81,2.44,0.02,15.08,0.42,0.31,1195.10,198202.89,0.00,7.59,48.08,1147.02,2.05,2015
Noble,Q1/2015,20959587.00,16792159.00,1369414.00,4166890.00,85745.00,183111.00,-79466.00,-97366.00,-104184.00,-0.23,-630854.00,-73598.00,962453.00,258001.00,-1.32,0.30,42.64,-121.50,-113.55,4.03,-2.96,3.02,0.48,3.20,0.09,0.06,5719.08,5.00,73.04,1.91,190.81,5601.32,5.03,2015Q1
Noble,Q2/2015,21169464.00,17201915.00,1369414.00,3967011.00,86009.00,246523.00,-141190.00,-160514.00,-154233.00,-0.34,-2326677.00,-306311.00,975711.00,-1657277.00,-7.91,-1.53,41.30,-179.32,-186.62,4.34,-5.39,2.96,0.22,1.63,0.05,0.03,12493.49,2.39,153.01,0.82,442.58,12203.91,5.34,2015Q2
Noble,Q3/2015,22451429.00,18603591.00,1369414.00,3847298.00,95238.00,204233.00,-87468.00,-108995.00,-119713.00,-0.26,-3115504.00,-322019.00,2320007.00,-1117516.00,-11.64,-2.29,43.91,-125.70,-114.44,4.84,-2.63,2.97,0.28,0.73,0.02,0.01,38485.10,0.92,395.64,0.24,1524.17,37356.57,5.84,2015Q3
Noble,Q4/2015,22942357.23,19184043.15,1369413.53,3757770.60,180167.77,242043.15,-40363.20,-61875.37,-89527.10,-0.19,-3825064.03,-360106.99,2746750.36,-1438420.65,-11.65,-2.01,35.13,-49.69,-34.34,5.11,-1.28,2.93,0.22,0.81,0.02,0.01,28313.58,1.38,265.12,0.34,1087.21,27491.49,6.11,2015Q4
Noble,Q1/2016,24610364.00,20989950.00,1369414.00,3619871.00,47308.00,169349.00,-103219.00,-122041.00,-137900.00,-0.30,-518025.00,-65370.00,1544986.00,1161546.00,-12.88,-1.99,35.83,-291.49,-257.97,5.80,-2.47,1.75,0.19,0.75,0.02,0.01,31901.21,1.36,268.36,0.30,1224.56,30945.01,6.80,2016Q1
Noble,Q2/2016,26006061.00,22505220.00,1369414.00,3500297.00,83060.00,187297.00,-83866.00,-104237.00,-119573.00,-0.26,-1010237.00,-332132.00,2718494.00,1576080.00,-12.50,-1.68,35.99,-143.96,-125.50,6.43,-2.35,1.66,0.23,0.73,0.02,0.01,34940.01,0.97,377.35,0.27,1349.83,33967.53,7.43,2016Q2
Noble,Q3/2016,25008293.00,21617307.00,1369414.00,3390440.00,207426.00,287171.00,-59242.00,-79745.00,-109857.00,-0.24,-1589058.00,-178230.00,1844497.00,77642.00,-12.62,-1.55,36.22,-52.96,-38.45,6.38,-1.41,1.73,0.13,0.72,0.02,0.01,25346.38,1.47,248.87,0.41,899.65,24695.60,7.38,2016Q3
Noble,Q4/2016,23268973.38,18836019.92,1369413.53,4432408.06,4229740.34,2798155.64,1469698.47,1431584.70,1049528.82,2.29,-154741.27,-44833.05,85324.50,-114249.82,16.66,4.87,43.90,24.81,33.85,4.25,11.68,1.97,0.12,6.43,0.20,0.13,2829.73,18.10,20.17,3.82,95.54,2754.36,5.25,2016Q4
Noble,Q1/2017,23000408.00,17672524.00,1369414.00,5327337.00,3353795.00,2172548.00,1209915.00,1181247.00,894929.00,1.96,818982.00,-24812.00,-482709.00,311461.00,38.34,10.20,44.20,26.68,35.22,3.32,16.96,2.33,0.17,11.20,0.33,0.22,1668.36,34.35,10.63,6.40,57.00,1621.99,4.32,2017Q1
Noble,Q2/2017,22830170.00,17110265.00,1369414.00,5719355.00,1848711.00,1302434.00,576881.00,546277.00,392018.00,0.86,1705254.00,-45140.00,-869929.00,790185.00,48.30,12.61,42.75,21.20,29.55,2.99,10.80,3.03,0.29,13.79,0.39,0.27,1354.19,33.86,10.78,8.07,45.21,1319.76,3.99,2017Q2
Noble,Q3/2017,21531302.00,15272541.00,1369414.00,6258211.00,2655299.00,1922878.00,764474.00,732421.00,538856.00,1.18,2289344.00,-55240.00,-2260905.00,-26801.00,59.60,16.72,39.62,20.29,27.58,2.44,12.50,3.01,0.21,14.06,0.52,0.35,1048.48,33.51,10.89,10.25,35.60,1023.77,3.44,2017Q3
Noble,Q4/2017,22500998.73,16024370.61,1369413.52,6476080.42,1873507.22,1548050.58,360393.90,325456.64,217869.36,0.48,1638267.04,-63659.61,-1673269.99,-98662.56,37.47,12.17,38.64,11.63,17.37,2.47,6.06,2.87,0.18,11.59,0.43,0.29,1273.20,30.37,12.02,8.43,43.30,1241.92,3.47,2017Q4
Noble,Q1/2018,24710938.00,18155669.00,1369414.00,6554721.00,1039203.00,897314.00,170574.00,141889.00,78640.00,0.17,-299977.00,-10556.00,2017793.00,1707260.00,20.66,7.32,38.12,7.57,13.65,2.77,3.32,3.20,0.42,8.91,0.31,0.22,1661.08,24.03,15.19,6.73,54.22,1622.05,3.77,2018Q1
Noble,Q2/2018,23548159.00,17062402.00,1369414.00,6485211.00,701633.00,648438.00,78229.00,53195.00,8090.00,0.02,-821108.00,-33861.00,656308.00,-198661.00,13.82,5.40,48.20,1.15,7.58,2.63,1.20,2.63,0.13,7.55,0.27,0.19,1952.96,22.18,16.46,5.70,64.04,1905.37,3.63,2018Q2
Noble,Q3/2018,23261217.00,16593681.00,1369414.00,6666998.00,1622773.00,1312656.00,336301.00,310117.00,181787.00,0.40,-27698.00,-52769.00,-170071.00,-250538.00,7.53,3.71,40.64,11.20,19.11,2.49,3.74,2.77,0.15,6.34,0.23,0.16,2256.57,12.21,29.88,4.10,88.98,2197.47,3.49,2018Q3
Noble,Q4/2018,25952699.84,18004247.00,1369413.52,7947849.43,1789319.35,838767.32,950456.33,950552.03,718461.29,1.57,370430.21,-213854.26,484207.03,640782.98,13.69,6.01,48.04,40.15,53.12,2.27,18.57,2.64,0.25,6.33,0.21,0.14,2565.94,11.37,32.12,3.08,118.50,2479.56,3.27,2018Q4
Noble,Q1/2019,25690917.00,19582752.00,1369414.00,6107560.00,3691771.00,1950083.00,1761413.00,1741688.00,1309355.00,2.87,2460574.00,98771.00,-2268086.00,291259.00,35.03,12.12,57.09,35.47,47.18,3.21,16.55,2.31,0.23,9.68,0.31,0.19,1965.81,18.93,19.28,4.12,88.51,1896.58,4.21,2019Q1
Noble,Q2/2019,24910920.00,18638285.00,1369414.00,6272028.00,825945.00,563800.00,279380.00,262145.00,164468.00,0.36,1777470.00,894294.00,-3089077.00,-417313.00,37.22,13.47,34.77,19.91,31.74,2.97,4.60,3.02,0.21,15.39,0.33,0.19,1915.81,20.31,17.97,4.33,84.30,1849.47,3.97,2019Q2
Noble,Q3/2019,25100870.00,20049914.00,1369414.00,5050346.00,7598161.00,6111911.00,1544979.00,1486250.00,1151519.00,2.52,6939450.00,344285.00,-4582752.00,2700983.00,57.07,18.36,28.60,15.16,19.56,3.97,31.04,1.95,0.40,27.39,0.58,0.46,792.30,34.67,10.53,3.89,93.84,708.99,4.97,2019Q3
Noble,Q4/2019,21631108.91,16151627.98,1369413.52,5478821.80,2936891.28,2326222.84,630925.12,610668.44,445876.30,0.98,7920221.86,639467.77,-8456549.77,103139.86,45.75,17.24,33.87,15.18,20.79,2.95,9.50,2.25,0.23,32.54,0.64,0.51,713.99,35.66,10.23,8.43,43.29,680.94,3.95,2019Q4
Noble,Q1/2020,21987565.00,16091605.00,1369414.00,5895258.00,2167937.00,1596808.00,592518.00,571129.00,410940.00,0.90,368928.00,-83437.00,-222926.00,62565.00,36.20,12.29,40.48,18.96,26.34,2.73,10.25,2.11,0.23,28.62,0.58,0.50,728.43,32.31,11.30,7.96,45.83,693.90,3.73,2020Q1
NOBLE,2019,21631108.91,16151627.98,1369413.52,5478821.80,15279115.28,11178363.84,4216697.12,4100751.44,3071218.30,6.73,7920221.86,639467.77,-8456549.77,103139.86,45.75,17.24,36.95,20.10,26.84,2.95,14.95,2.25,0.23,32.54,0.64,0.51,713.99,35.66,10.23,8.43,43.29,680.94,3.95,2019
NOBLE,2018,25952699.84,18004247.00,1369413.52,7947849.43,5152928.35,3697175.32,1535560.33,1455753.03,986978.29,2.16,370430.21,-213854.26,484207.03,640782.98,13.69,6.01,43.70,19.15,28.25,2.27,6.58,2.64,0.25,6.33,0.21,0.14,2565.94,11.37,32.12,3.08,118.50,2479.56,3.27,2018
NOBLE,2017,22500998.73,16024370.61,1369413.52,6476080.42,9731312.22,6945910.58,2911663.90,2785401.64,2043672.36,4.48,1638267.04,-63659.61,-1673269.99,-98662.56,37.47,12.17,41.61,21.00,28.62,2.47,11.98,2.87,0.18,11.59,0.43,0.29,1273.20,30.37,12.02,8.43,43.30,1241.92,3.47,2017
NOBLE,2016,23268973.38,18836019.92,1369413.53,4432408.06,4567534.34,3441972.64,1223371.47,1125561.70,682197.82,1.49,-154741.27,-44833.05,85324.50,-114249.82,16.66,4.87,43.41,14.94,24.64,4.25,4.12,1.97,0.12,6.43,0.20,0.13,2829.73,18.10,20.17,3.82,95.54,2754.36,5.25,2016
NOBLE,2015,22942357.23,19184043.15,1369413.53,3757770.60,447159.77,875910.15,-348487.20,-428750.37,-467657.10,-1.02,-3825064.03,-360106.99,2746750.36,-1438420.65,-11.65,-2.01,39.25,-104.58,-95.88,5.11,-2.81,2.93,0.22,0.81,0.02,0.01,28313.58,1.38,265.12,0.34,1087.21,27491.49,6.11,2015
Nusa,Q1/2015,8285307.19,3279993.00,4446717.41,4850955.98,269050.86,226955.53,46294.80,42095.33,15072.51,0.00,-284680.59,-154452.57,440783.06,1649.90,1.17,2.20,39.88,5.60,15.65,0.68,3.41,2.71,0.01,2.80,0.16,0.13,2712.92,127.34,2.87,2.45,148.89,2566.90,1.71,2015Q1
Nusa,Q2/2015,8771350.42,3728537.56,4446717.41,4893615.21,276678.47,201757.91,78973.41,74920.56,42524.47,0.01,-733655.70,-7214.68,783580.66,42710.28,1.82,2.57,47.21,15.37,27.08,0.76,5.90,2.51,0.02,2.55,0.15,0.11,3270.94,109.49,3.33,2.29,159.11,3115.16,1.79,2015Q2
Nusa,Q3/2015,9718996.42,3675746.94,5446717.41,5896379.07,369865.02,341199.54,34113.96,28665.48,2103.44,0.00,-1254320.49,-329500.14,1680291.24,96470.61,0.86,1.81,33.23,0.57,7.75,0.62,1.34,2.75,0.04,1.85,0.14,0.11,3279.03,126.69,2.88,2.72,134.12,3147.79,1.65,2015Q3
Nusa,Q4/2015,11502179.25,3942607.09,6946884.13,7416918.95,292742.68,295136.36,2797.81,-2393.68,-9533.72,0.00,-2510542.62,-1203521.16,3715015.07,951.29,0.86,1.48,33.25,-3.26,-0.82,0.53,-0.25,4.51,0.01,1.50,0.12,0.10,3549.96,124.39,2.93,3.34,109.38,3443.51,1.55,2015Q4
Nusa,Q1/2016,11756221.26,4215461.81,6946884.13,7393855.37,252581.18,237712.71,21815.84,14868.46,-20619.82,0.00,132238.98,-104681.09,-5313.45,22244.44,0.24,1.16,40.41,-8.16,5.89,0.57,0.67,4.18,0.03,1.22,0.12,0.10,3633.09,76.26,4.79,3.07,119.03,3518.84,1.59,2016Q1
Nusa,Q2/2016,12044897.56,4569988.04,6947134.13,7327778.71,199337.90,242011.39,-29607.63,-42673.48,-65968.11,-0.01,-229850.35,-257423.62,536058.61,48784.64,-1.54,-0.01,25.53,-33.09,-21.41,0.62,-1.86,4.89,0.05,1.10,0.11,0.10,3742.37,76.53,4.77,4.77,76.57,3670.57,1.64,2016Q2
Nusa,Q3/2016,12243814.40,4779660.05,6947134.13,7308100.70,384854.28,365072.21,26606.50,19782.07,-18099.94,0.00,-327150.32,-374669.67,743726.40,41906.40,-1.73,-0.09,33.80,-4.70,5.14,0.65,1.03,3.55,0.03,0.95,0.10,0.10,3795.01,61.07,5.98,4.16,87.73,3713.25,1.68,2016Q3
Nusa,Q4/2016,12345382.26,4985549.86,6947134.13,7209691.72,205492.30,292666.67,-70030.93,-87174.39,-97162.72,-0.01,-346069.99,-513763.73,888933.36,29099.64,-2.76,-0.80,30.17,-47.28,-42.42,0.69,-3.62,2.47,0.02,0.55,0.09,0.09,4125.14,65.63,5.56,5.12,71.31,4059.39,1.71,2016Q4
Nusa,Q1/2017,12273288.06,4912245.14,6947134.13,7205279.93,491685.26,462728.36,47187.55,28956.91,-5292.96,0.00,168960.53,-75979.49,-88176.97,4804.08,-2.56,-0.68,32.71,-1.08,5.89,0.68,1.28,1.94,0.02,0.63,0.11,0.11,3289.79,65.15,5.60,4.71,77.42,3217.97,1.70,2017Q1
Nusa,Q2/2017,12637486.23,5344273.58,6947134.13,7142495.40,343758.02,365743.50,-2050.49,-21985.48,-60474.14,-0.01,81843.45,21750.45,-44166.85,59427.06,-2.50,-0.49,21.01,-17.59,-6.40,0.75,-0.49,2.01,0.16,0.61,0.12,0.12,2999.40,67.24,5.43,7.01,52.10,2952.73,1.77,2017Q2
Nusa,Q3/2017,12194104.44,4943489.28,6947134.13,7104307.08,484826.71,478070.00,25719.18,6756.71,-35743.08,-0.01,264204.76,-211660.71,-35135.46,17408.59,-2.76,-0.60,28.29,-7.37,1.39,0.70,0.15,2.08,0.02,0.72,0.12,0.13,2720.41,58.17,6.28,7.65,47.73,2678.96,1.72,2017Q3
Nusa,Q4/2017,12854042.47,5753745.93,6947134.13,6961664.68,240396.13,335014.14,-74813.97,-94618.01,-139359.08,-0.02,400712.49,-966074.72,539915.24,-25446.99,-3.40,-0.64,22.88,-57.97,-39.36,0.83,-1.82,1.47,0.14,0.57,0.12,0.19,1957.60,63.48,5.75,8.87,41.14,1922.21,1.85,2017Q4
Nusa,Q1/2018,11902285.96,4606627.62,7641078.76,7165859.41,1431406.75,1512095.93,-64140.08,-80689.18,-136610.26,-0.02,1203293.93,-232977.02,-972290.89,-1973.98,-5.18,-1.58,3.04,-9.54,-5.64,0.64,-1.27,1.24,0.01,0.88,0.21,0.43,853.34,115.04,3.17,18.21,20.04,836.47,1.66,2018Q1
Nusa,Q2/2018,11950241.17,4767311.07,7641078.76,7057064.82,308168.89,379389.05,-52011.66,-71220.16,-122547.00,-0.02,1402903.44,-766707.77,-626453.93,9741.74,-6.12,-1.95,18.79,-39.77,-23.11,0.68,-1.28,1.04,0.01,0.76,0.20,0.46,799.97,137.73,2.65,20.74,17.60,785.02,1.69,2018Q2
Nusa,Q3/2018,12434712.29,5238284.59,7641078.76,7075463.63,719564.45,647048.94,89961.57,72515.50,27818.59,0.00,1887899.71,-1051279.82,-734646.66,101973.23,-5.23,-1.41,35.65,3.87,10.08,0.74,1.34,0.81,0.03,0.80,0.22,0.51,712.61,127.54,2.86,21.48,16.99,698.48,1.76,2018Q3
Nusa,Q4/2018,12852814.61,5650366.77,7641078.76,7087598.00,531005.98,470960.49,78881.25,60045.48,9629.00,0.00,2061937.85,-817345.28,-1213766.23,30826.35,-3.16,-0.15,25.30,1.81,11.31,0.80,1.04,0.95,0.09,0.80,0.23,0.71,511.60,102.31,3.57,23.74,15.37,499.79,1.81,2018Q4
Nusa,Q1/2019,12244476.00,5241736.00,7641079.00,6892314.00,339424.00,470363.00,-97266.00,-130939.00,-182453.00,-0.02,387537.00,26580.00,-636074.00,-221957.00,-3.81,-0.58,14.91,-53.75,-38.58,0.76,-2.39,0.87,0.14,0.55,0.16,0.48,757.87,7.22,50.55,1.62,225.25,583.17,1.78,2019Q1
Nusa,Q2/2019,12076605.00,5068736.00,7641079.00,6899737.00,718916.00,675193.00,75689.00,43723.00,4766.00,0.00,571375.00,-101545.00,-767695.00,-297865.00,-2.01,0.38,21.56,0.66,6.08,0.73,1.15,0.85,0.08,0.65,0.19,0.60,604.79,13.66,26.72,1.62,225.10,406.41,1.75,2019Q2
Nusa,Q3/2019,11786634.00,4968052.00,7641079.00,6713573.00,255782.00,377691.00,-85627.00,-121909.00,-163377.00,-0.02,693805.00,-68583.00,-906575.00,-281353.00,-4.81,-1.23,-4.54,-63.87,-47.66,0.74,-2.87,0.85,0.05,0.47,0.15,0.58,631.23,20.99,17.39,1.46,249.27,399.35,1.76,2019Q3
Nusa,Q4/2019,11044115.16,5170503.24,7641078.76,5827710.83,349456.97,550060.25,-153742.27,-200603.28,-312125.75,-0.05,975263.88,-249300.41,-1019289.24,-293325.78,-10.11,-3.43,33.66,-89.32,-57.40,0.89,-1.82,0.72,0.03,0.40,0.14,0.58,633.07,21.29,17.15,1.44,253.23,396.98,1.90,2019Q4
