Symbol,Period,Total Asset,TotalLiabilities('000 Baht),Paid-upCap('000 Baht),Equity('000 Baht),Revenue('000 Baht),Expenses('000 Baht),EBITDA('000 Baht),EBIT('000 Baht),Net Profit('000 Baht),EPS**(Baht),Operating Cash Flow('000 Baht),Investing Cash Flow('000 Baht),Financing Cash Flow('000 Baht),Net Cash Flow('000 Baht),Return onEquity+(%),Return onAsset+(%),Gross ProfitMargin(%),Net ProfitMargin(%),EBIT Margin(%),D/E(Times),Int. Coverage(Times),Current Ratio(Times),Quick Ratio(Times),FixedAssetTurnover+(Times),TotalAssetTurnover+(Times),Inventory Turnover+(Times),Average Sale Period+(Days),Accounts Receivable Turnover+(Times),Average Collection Period+(Days),Account Payable Turnover+(Times),Average Payment Period+(Days),Cash Cycle+(Days),Equity Multiplier,Period
Lpn,Q4/2018,"21,250,207.00","8,315,569.00","1,475,699.00","12,900,926.00","4,194,080.00","3,526,750.00","687,912.00","667,330.00","527,379.00",0.36,"1,675,863.00","93,360.00","-1,737,967.00","31,256.00",10.81,8.26,31.73,12.57,15.91,0.64,707.67,3.13,0.07,44.29,0.53,0.46,795.72,"8,083.51",0.05,52.24,6.99,788.78,1.65,2018Q4
Lpn,Q1/2019,"21,416,548.00","8,816,491.00","1,475,699.00","12,568,550.00","2,819,407.00","2,367,633.00","471,315.00","451,774.00","349,995.00",0.24,"49,180.00","-10,859.00","187,437.00","225,758.00",11.47,8.39,34.1,12.41,16.02,0.7,494.82,2.95,0.1,45.26,0.54,0.45,803.88,"6,899.56",0.05,92.28,3.96,799.98,1.70,2019Q1
Lpn,Q2/2019,"21,811,653.00","9,042,375.00","1,475,699.00","12,733,834.00","1,712,888.00","1,488,877.00","244,198.00","224,011.00","176,737.00",0.12,"-505,096.00",-557,"532,328.00","26,675.00",10.71,7.89,32.64,10.32,13.08,0.71,488.04,3.55,0.08,42.37,0.51,0.43,849.48,"7,778.91",0.05,280.81,1.3,848.23,1.71,2019Q2
Lpn,Q3/2019,"24,063,930.00","11,482,419.00","1,475,699.00","12,552,948.00","1,413,936.00","1,271,199.00","164,618.00","142,737.00","115,660.00",0.08,"-2,319,971.00","-27,973.00","2,371,237.00","23,293.00",9.37,6.42,33.94,8.18,10.1,0.91,383.7,2.69,0.05,37.46,0.44,0.36,"1,018.30","6,325.40",0.06,204.33,1.79,"1,016.57",1.92,2019Q3
Lpn,Q4/2019,"23,473,347.66","10,314,248.41","1,475,698.77","13,135,254.29","4,094,228.33","3,327,754.17","788,693.49","766,474.16","613,645.84",0.42,"-1,194,786.69","-89,936.91","1,398,309.03","113,585.42",9.65,7.09,30,14.99,18.72,0.79,297.83,3.66,0.15,36.92,0.45,0.38,972.04,60.89,5.99,6.62,55.12,922.92,1.79,2019Q4
Lpn,Q1/2020,"24,307,739.19","11,533,798.49","1,475,698.77","12,774,354.40","1,850,283.21","1,566,145.96","305,545.83","284,137.24","216,880.45",0.15,"-473,207.28","-22,346.03","956,728.64","461,175.33",8.86,6.2,31.65,11.72,15.36,0.9,31.1,2.82,0.19,34.76,0.4,0.35,"1,054.80",49.57,7.36,5.93,61.59,"1,000.58",1.90,2020Q1
LPN,2019,"23,473,347.66","10,314,248.41","1,475,698.77","13,135,254.29","10,040,404.33","8,455,409.17","1,668,823.49","1,584,995.16","1,256,037.84",0.86,"-1,194,786.69","-89,936.91","1,398,309.03","113,585.42",9.65,7.09,32.15,12.51,15.79,0.79,367.2,3.66,0.15,36.92,0.45,0.38,972.04,60.89,5.99,6.62,55.12,922.92,1.79,2019
LPN,2018,"21,250,207.00","8,315,569.00","1,475,699.00","12,900,926.00","11,301,892.00","9,556,524.00","1,817,211.00","1,745,368.00","1,367,270.00",0.93,"1,675,863.00","93,360.00","-1,737,967.00","31,256.00",10.81,8.26,30.92,12.1,15.44,0.64,636.53,3.13,0.07,44.29,0.53,0.46,795.72,"8,083.51",0.05,52.24,6.99,788.78,1.65,2018
LPN,2017,"21,006,727.00","8,592,918.00","1,475,699.00","12,385,956.00","9,655,139.00","8,293,290.00","1,426,743.00","1,361,849.00","1,062,318.00",0.72,"-787,941.00","-196,726.00","749,916.00","-234,751.00",8.57,6.88,28.89,11,14.1,0.69,497.93,2.83,0.07,38.07,0.49,0.43,857.59,"7,944.51",0.05,21.1,17.3,840.34,1.70,2017
LPN,2016,"18,557,917.00","6,147,282.00","1,475,699.00","12,410,535.00","14,650,635.00","11,908,035.00","2,793,798.00","2,742,600.00","2,176,226.00",1.47,"2,209,975.00","-211,652.00","-2,165,350.00","-167,027.00",18.14,14.37,31.23,14.85,18.72,0.5,478.56,3.38,0.13,55.91,0.77,0.64,571.59,208.02,1.75,6.96,52.44,520.9,1.50,2016
LPN,2015,"19,625,296.77","8,044,048.56","1,475,698.77","11,581,198.00","16,673,640.56","13,541,672.98","3,176,734.77","3,131,967.58","2,413,398.21",1.64,"2,650,293.55","-255,738.15","-2,683,668.36","-289,112.95",21.95,15.89,30.98,14.47,18.78,0.69,278.29,3.07,0.16,69.81,0.85,0.7,521.15,235.88,1.55,8.42,43.36,479.33,1.69,2015
Mjd,Q1/2015,"11,370,943.00","8,235,909.00","860,412.00","3,135,032.00","1,563,452.00","1,368,596.00","208,363.00","194,856.00","89,299.00",0.1,"-351,187.00","-218,090.00","98,257.00","-471,020.00",24.92,8.31,26.54,5.71,12.46,2.63,3.7,1.3,0.05,5.8,0.5,0.51,720.07,63.07,5.79,4.06,89.8,636.06,3.63,2015Q1
Mjd,Q2/2015,"12,701,130.00","9,624,155.00","860,412.00","3,076,975.00","599,067.00","622,596.00","-4,174.00","-23,529.00","-58,057.00",-0.07,"-1,300,357.00","-721,186.00","1,566,309.00","-455,234.00",22.09,7.01,30.4,-9.69,-3.93,3.13,-0.56,1.48,0.07,5.47,0.45,0.44,835.77,45.98,7.94,3.57,102.24,741.47,4.13,2015Q2
Mjd,Q3/2015,"14,096,841.00","11,010,214.00","860,412.00","3,086,627.00","617,414.00","566,548.00","71,317.00","50,866.00","9,652.00",0.01,"-1,816,924.00","-950,662.00","2,909,127.00","141,541.00",15.57,5.61,40.05,1.56,8.24,3.57,0.87,1.52,0.15,4.4,0.39,0.38,961.18,34.52,10.57,3.24,112.51,859.24,4.57,2015Q3
Mjd,Q4/2015,"14,793,888.00","11,256,625.00","860,412.00","3,537,263.00","721,973.00","565,592.00","174,431.00","156,381.00","83,413.00",0.09,"-2,511,686.00","-1,207,963.00","3,325,976.00","-393,673.00",3.79,2.67,38.28,11.55,21.66,3.18,2.74,1.55,0.07,2.33,0.25,0.24,"1,518.35",21.92,16.65,1.88,194.45,"1,340.55",4.18,2015Q4
Mjd,Q1/2016,"16,295,276.00","12,688,646.00","860,412.00","3,606,630.00","936,001.00","798,187.00","161,647.00","137,814.00","69,367.00",0.08,"-126,284.00","-548,577.00","1,054,071.00","379,210.00",3.1,2.32,36.83,7.41,14.72,3.52,1.66,1.59,0.18,1.75,0.21,0.21,"1,749.04",17.21,21.21,1.26,290.76,"1,479.49",4.52,2016Q1
Mjd,Q2/2016,"15,275,641.00","11,411,873.00","860,412.00","3,863,768.00","2,152,399.00","1,613,445.00","559,418.00","538,954.00","257,138.00",0.3,"556,193.00","-373,180.00","183,287.00","366,300.00",12.09,6.32,37.35,11.95,25.04,2.95,5.25,1.65,0.13,2.53,0.32,0.31,"1,179.44",23.52,15.52,2.32,157.09,"1,037.88",3.95,2016Q2
Mjd,Q3/2016,"15,047,750.00","11,105,904.00","860,412.00","3,941,846.00","1,357,746.00","1,159,846.00","223,382.00","197,900.00","78,078.00",0.09,"842,508.00","-377,408.00","-149,650.00","315,450.00",13.89,7.08,37.78,5.75,14.58,2.82,2.05,1.67,0.12,2.86,0.35,0.37,990.01,26.6,13.72,2.8,130.33,873.4,3.82,2016Q3
Mjd,Q4/2016,"15,894,829.40","11,931,718.99","860,411.94","3,963,110.41","959,510.22","821,432.66","167,481.96","138,077.56","7,238.37",0.01,"175,472.27","-500,317.02","788,585.57","463,740.82",10.98,6.6,37.97,0.75,14.39,3.01,1.47,1.46,0.12,2.7,0.35,0.36,"1,003.00",29.07,12.56,3.42,106.68,908.89,4.01,2016Q4
Mjd,Q1/2017,"16,321,872.00","12,463,295.00","860,412.00","3,858,577.00","555,478.00","584,915.00","-5,633.00","-29,437.00","-104,534.00",-0.12,"-418,246.00","-58,642.00","443,303.00","-33,585.00",6.37,5.18,40.7,-18.82,-5.3,3.23,-0.36,1.33,0.11,2.43,0.31,0.33,"1,117.34",25.28,14.44,2.57,142.27,989.51,4.23,2017Q1
Mjd,Q2/2017,"17,433,226.00","13,660,667.00","860,412.00","3,772,559.00","662,044.00","667,281.00","18,814.00","-5,237.00","-86,018.00",-0.1,"-1,246,174.00","-142,644.00","1,570,878.00","182,060.00",-2.76,1.84,34.06,-12.99,-0.79,3.62,-0.05,1.64,0.16,1.65,0.22,0.23,"1,621.88",14.85,24.58,2.14,170.7,"1,475.76",4.62,2017Q2
Mjd,Q3/2017,"17,942,854.00","14,356,340.00","860,412.00","3,586,514.00","497,375.00","596,568.00","-60,875.00","-99,193.00","-186,045.00",-0.22,"-1,747,165.00","-441,596.00","1,957,110.00","-231,651.00",-9.81,0.03,32.28,-37.41,-19.94,4,-0.89,1.57,0.09,1.24,0.16,0.17,"2,153.70",12.39,29.45,1.55,235.25,"1,947.89",5.00,2017Q3
Mjd,Q4/2017,"19,633,122.43","15,848,142.19","860,411.94","3,784,980.24","1,696,031.27","1,365,278.46","341,697.73","330,752.81","192,691.41",0.23,"-2,095,523.32","-819,322.47","2,880,916.00","-33,929.79",-4.75,1.11,41.03,11.36,19.5,4.19,3.19,1.7,0.11,1.51,0.19,0.19,"1,936.38",15.71,23.23,1.69,216.53,"1,743.08",5.19,2017Q4
Mjd,Q1/2018,"19,765,964.00","15,954,880.00","860,412.00","3,811,084.00","867,073.00","726,117.00","166,221.00","140,956.00","26,103.00",0.03,"-225,673.00","-48,446.00","124,102.00","-150,017.00",-1.39,2.04,43.71,3.01,16.26,4.19,0.99,1.64,0.09,1.64,0.21,0.19,"1,895.89",15.12,24.14,1.85,197.48,"1,722.55",5.19,2018Q1
Mjd,Q2/2018,"19,699,691.00","15,600,957.00","860,412.00","4,098,734.00","1,924,459.00","1,531,798.00","420,822.00","392,661.00","287,650.00",0.33,"545,016.00","-26,385.00","-666,483.00","-147,852.00",8.14,4.12,38.18,14.95,20.4,3.81,4.09,1.37,0.08,2.05,0.27,0.25,"1,458.60",17.08,21.36,2.31,157.75,"1,322.22",4.81,2018Q2
Mjd,Q3/2018,"19,409,960.00","15,236,529.00","860,412.00","4,173,431.00","1,464,612.00","1,279,359.00","219,570.00","185,253.00","74,590.00",0.09,"786,486.00","192,682.00","-1,116,017.00","-136,849.00",14.98,5.62,38.02,5.09,12.65,3.65,1.61,1.27,0.07,2.44,0.3,0.3,"1,203.05",26.72,13.66,2.64,138.29,"1,078.42",4.65,2018Q3
Mjd,Q4/2018,"19,174,140.12","14,603,350.08","860,411.94","4,570,790.04","2,363,184.46","1,797,017.16","620,220.21","566,167.31","344,689.83",0.4,"966,945.75","857,582.45","-1,692,618.66","131,909.54",17.55,6.62,45.98,14.59,23.96,3.19,5.25,1.45,0.1,2.58,0.32,0.27,"1,356.13",34.26,10.65,2.27,161.12,"1,205.66",4.19,2018Q4
Mjd,Q1/2019,"19,138,210.00","13,901,532.00","860,412.00","5,236,678.00","1,599,743.00","1,349,221.00","292,595.00","250,522.00","151,143.00",0.18,"1,027.00","-10,140.00","-453,887.00","-463,000.00",18.97,7.17,38.03,9.45,15.66,2.65,2.77,1.49,0.06,2.89,0.36,0.32,"1,156.52",34.86,10.47,3.3,110.5,"1,056.50",3.65,2019Q1
Mjd,Q2/2019,"19,355,914.00","14,133,340.00","860,412.00","5,222,574.00","1,218,938.00","1,110,891.00","159,984.00","108,047.00","-14,104.00",-0.02,"175,692.00","-183,676.00","-367,961.00","-375,945.00",11.94,5.68,37.6,-1.16,8.86,2.71,1,1.67,0.07,2.36,0.31,0.3,"1,235.71",31.55,11.57,2.75,132.95,"1,114.33",3.71,2019Q2
Mjd,Q3/2019,"19,154,343.00","13,730,940.00","860,412.00","5,423,403.00","1,982,097.00","1,644,232.00","355,871.00","337,865.00","200,829.00",0.23,"500,227.00","-365,831.00","-552,067.00","-417,671.00",14.22,6.55,38.59,10.13,17.05,2.53,3.14,1.7,0.07,2.96,0.37,0.33,"1,117.58",39.92,9.14,2.85,128,998.72,3.53,2019Q3
Mjd,Q4/2019,"19,592,678.60","14,136,419.30","860,411.94","5,456,259.30","1,454,179.02","1,374,863.02","114,068.56","79,316.00","-16,896.60",-0.02,"300,637.82","-732,102.80","3,744.10","-427,720.87",6.4,4,38.68,-1.16,5.45,2.59,0.71,1.79,0.07,2.39,0.32,0.34,"1,078.44",56.36,6.48,3.24,112.52,972.39,3.59,2019Q4
Mjd,Q1/2020,"19,776,532.00","14,121,842.00","860,412.00","5,654,690.00","2,023,637.00","1,656,961.00","399,564.00","366,676.00","198,430.00",0.23,"447,867.00","7,084.00","205,171.00","660,122.00",6.76,4.58,38.83,9.81,18.12,2.5,3.03,1.9,0.18,2.53,0.34,0.38,962.98,54.48,6.7,3.97,91.93,877.75,3.50,2020Q1
MJD,2019,"19,592,678.60","14,136,419.30","860,411.94","5,456,259.30","6,279,909.02","5,504,159.02","922,518.56","775,750.00","320,971.40",0.37,"300,637.82","-732,102.80","3,744.10","-427,720.87",6.4,4,38.27,5.11,12.35,2.59,1.85,1.79,0.07,2.39,0.32,0.34,"1,078.44",56.36,6.48,3.24,112.52,972.39,3.59,2019
MJD,2018,"19,174,140.12","14,603,350.08","860,411.94","4,570,790.04","6,236,531.46","4,951,494.16","1,426,833.21","1,285,037.31","733,139.83",0.85,"966,945.75","857,582.45","-1,692,618.66","131,909.54",17.55,6.62,40.97,11.76,20.61,3.19,2.79,1.45,0.1,2.58,0.32,0.27,"1,356.13",34.26,10.65,2.27,161.12,"1,205.66",4.19,2018
MJD,2017,"19,633,122.43","15,848,142.19","860,411.94","3,784,980.24","3,410,928.27","3,214,042.46","294,003.73","196,885.81","-183,905.59",-0.21,"-2,095,523.32","-819,322.47","2,880,916.00","-33,929.79",-4.75,1.11,38.33,-5.39,5.77,4.19,0.49,1.7,0.11,1.51,0.19,0.19,"1,936.38",15.71,23.23,1.69,216.53,"1,743.08",5.19,2017
MJD,2016,"15,894,829.40","11,931,718.99","860,411.94","3,963,110.41","5,405,656.22","4,392,910.66","1,111,928.96","1,012,745.56","411,821.37",0.48,"175,472.27","-500,317.02","788,585.57","463,740.82",10.98,6.6,37.47,7.62,18.73,3.01,2.69,1.46,0.12,2.7,0.35,0.36,"1,003.00",29.07,12.56,3.42,106.68,908.89,4.01,2016
MJD,2015,"14,793,888.00","11,256,625.00","860,412.00","3,537,263.00","3,501,906.00","3,123,332.00","449,937.00","378,574.00","124,307.00",0.14,"-2,511,686.00","-1,207,963.00","3,325,976.00","-393,673.00",3.79,2.67,31.82,3.55,10.81,3.18,1.8,1.55,0.07,2.33,0.25,0.24,"1,518.35",21.92,16.65,1.88,194.45,"1,340.55",4.18,2015
Mk,Q1/2015,"7,560,995.00","2,060,113.00","860,384.00","5,494,657.00","436,692.00","395,937.00","46,998.00","40,755.00","30,513.00",0.04,"17,882.00","-175,589.00","179,537.00","21,830.00",8.01,7.63,33.39,6.99,9.33,0.37,40.63,9.43,0.34,3.45,0.34,0.24,"1,551.64",0,0,12.88,28.34,"1,523.30",1.38,2015Q1
Mk,Q2/2015,"8,461,689.00","3,170,956.00","860,384.00","5,284,655.00","368,348.00","354,541.00","20,129.00","13,807.00","5,077.00",0.01,"-692,650.00","-351,421.00","1,092,393.00","48,322.00",6.84,5.95,35.51,1.38,3.75,0.6,2.05,7.51,0.44,3.28,0.29,0.21,"1,758.26",0,0,12.55,29.08,"1,729.18",1.60,2015Q2
Mk,Q3/2015,"8,733,134.00","3,179,460.00","860,384.00","5,547,071.00","1,238,347.00","899,511.00","345,155.00","338,836.00","262,416.00",0.3,"-43,021.00","-570,052.00","1,004,838.00","391,765.00",8.61,7.6,37.06,21.19,27.36,0.57,40.15,7.24,0.97,4.07,0.35,0.26,"1,380.70",0,0,16.54,22.06,"1,358.64",1.57,2015Q3
Mk,Q4/2015,"11,677,556.68","5,039,827.02","992,010.18","6,470,729.91","1,953,132.00","1,565,156.22","408,942.00","387,975.78","328,708.93",0.36,"878,040.88","-2,440,597.65","1,839,993.40","277,436.62",10.5,8.21,24.21,16.83,19.86,0.78,19.66,2.53,0.3,5.81,0.42,0.42,869.81,42.01,8.69,17.82,20.49,858.02,1.80,2015Q4
Mk,Q1/2016,"11,585,778.00","4,903,569.00","992,010.00","6,565,097.00","611,766.00","463,944.00","175,394.00","147,822.00","94,414.00",0.1,"-99,797.00","7,461.00","-90,499.00","-182,835.00",11.45,9.28,37.44,15.43,24.16,0.75,6.22,3,0.21,6.1,0.44,0.42,863.36,63.66,5.73,26.95,13.54,855.55,1.76,2016Q1
Mk,Q2/2016,"11,620,346.00","5,141,289.00","992,010.00","6,363,519.00","675,185.00","581,928.00","121,401.00","93,257.00","46,410.00",0.05,"62,845.00","-94,409.00","-173,629.00","-205,193.00",12.57,9.64,34.46,6.87,13.81,0.81,3.01,2.68,0.12,6.59,0.45,0.43,840.24,70.29,5.19,17.83,20.47,824.97,1.83,2016Q2
Mk,Q3/2016,"13,199,863.00","6,669,479.00","992,010.00","6,416,641.00","717,366.00","603,158.00","142,872.00","114,208.00","53,122.00",0.05,"-931,785.00","-446,770.00","1,236,776.00","-141,779.00",8.74,6.78,35.94,7.41,15.92,1.04,2.69,2.96,0.16,5.82,0.36,0.34,"1,076.32",54.99,6.64,15.25,23.93,"1,059.03",2.06,2016Q3
Mk,Q4/2016,"13,507,817.09","6,814,398.84","992,010.18","6,580,904.53","1,076,968.31","823,817.71","289,883.38","253,150.60","156,848.02",0.15,"-719,321.02","-930,626.55","1,437,044.25","-212,903.31",5.38,4.83,33.44,14.56,23.51,1.04,5.03,2.82,0.25,4.02,0.24,0.29,"1,270.72",15.31,23.84,12.31,29.64,"1,264.91",2.05,2016Q4
Mk,Q1/2017,"13,853,543.00","7,134,981.00","992,010.00","6,607,524.00","672,057.00","571,814.00","129,393.00","100,243.00","26,619.00",0.03,"229,748.00","-223,120.00","259,635.00","266,263.00",4.3,4.41,38.04,3.96,14.92,1.08,2.02,2.96,0.28,4.08,0.25,0.29,"1,255.89",42.22,8.65,17.32,21.08,"1,243.46",2.10,2017Q1
Mk,Q2/2017,"13,358,447.00","6,864,953.00","992,010.00","6,376,504.00","687,009.00","617,427.00","100,711.00","69,582.00","24,017.00",0.02,"310,616.00","-3,267.00","-298,203.00","9,146.00",4.09,4.3,33.73,3.5,10.13,1.08,1.36,2.29,0.07,4.08,0.25,0.29,"1,241.76",44.2,8.26,10.4,35.11,"1,214.91",2.09,2017Q2
Mk,Q3/2017,"13,897,437.00","7,378,392.00","992,010.00","6,412,274.00","702,991.00","590,014.00","151,862.00","112,977.00","34,805.00",0.04,"211,727.00","-288,818.00","76,052.00","-1,039.00",3.78,3.96,28.15,4.95,16.07,1.15,1.9,3.5,0.14,3.99,0.23,0.22,"1,631.20",37.4,9.76,8.12,44.97,"1,595.99",2.17,2017Q3
Mk,Q4/2017,"14,179,835.00","7,511,948.10","992,010.18","6,560,084.45","1,202,307.45","948,383.63","290,122.66","253,923.82","147,810.82",0.15,"177,161.58","-331,207.61","177,274.87","23,228.84",3.55,3.88,41.13,12.29,21.12,1.15,4.11,3.26,0.16,3.68,0.24,0.26,"1,428.12",22.59,16.16,16.72,21.83,"1,422.44",2.16,2017Q4
Mk,Q1/2018,"14,359,064.00","7,747,969.00","992,010.00","6,603,939.00","1,272,735.00","1,144,048.00","167,691.00","128,687.00","44,483.00",0.04,"423,024.00","-431,707.00","33,191.00","24,508.00",3.8,4.01,30.05,3.5,10.11,1.17,1.77,2.96,0.26,4.15,0.27,0.32,"1,130.68",209.47,1.74,17.3,21.09,"1,111.32",2.17,2018Q1
Mk,Q2/2018,"14,234,667.00","7,723,343.00","992,010.00","6,511,252.00","1,374,128.00","1,138,040.00","280,021.00","236,088.00","126,434.00",0.13,"1,014,048.00","-664,048.00","-294,299.00","55,701.00",5.49,5.3,27.93,9.2,17.18,1.19,3.36,4.62,0.5,4.8,0.33,0.4,909.89,314.75,1.16,19.55,18.67,892.38,2.19,2018Q2
Mk,Q3/2018,"15,335,502.00","8,822,754.00","992,010.00","6,512,641.00","755,838.00","670,179.00","132,522.00","85,659.00","1,389.00",0,"1,310,000.00","-1,747,454.00","521,195.00","83,741.00",4.95,4.82,32.17,0.18,11.33,1.35,1.15,2.55,0.1,2.69,0.32,0.38,959.3,365.65,1,14.3,25.52,934.77,2.35,2018Q3
Mk,Q4/2018,"15,726,766.03","9,080,745.44","992,010.18","6,646,020.59","1,310,436.94","1,080,410.42","275,858.45","230,026.52","133,618.72",0.14,"2,046,406.92","-2,365,686.92","303,730.29","-15,549.71",4.63,4.55,42.28,10.2,17.55,1.37,2.91,1.98,0.03,2.06,0.32,0.4,918.46,329.28,1.11,18.74,19.48,900.09,2.37,2018Q4
Mk,Q1/2019,"15,861,457.00","9,087,830.00","992,010.00","6,773,627.00","1,819,624.00","1,594,513.00","273,291.00","225,111.00","127,606.00",0.13,"654,499.00","-415,840.00","25,506.00","264,165.00",5.82,5.14,28.5,7.01,12.37,1.34,2.9,1.93,0.11,2.21,0.35,0.48,764.89,310.1,1.18,16.82,21.69,744.37,2.34,2019Q1
Mk,Q2/2019,"15,733,059.00","8,851,897.00","1,091,205.00","6,881,162.00","1,151,091.00","917,483.00","282,966.00","233,608.00","131,254.00",0.12,"667,224.00","-625,125.00","20,546.00","62,645.00",5.88,5.17,34.62,11.4,20.29,1.29,2.83,2.19,0.33,2.05,0.34,0.47,776.53,445.45,0.82,15.9,22.96,754.39,2.29,2019Q2
Mk,Q3/2019,"15,585,232.00","8,729,569.00","1,091,205.00","6,855,663.00","770,795.00","714,916.00","110,637.00","55,879.00","-26,138.00",-0.02,"725,042.00","-477,585.00","-214,443.00","33,014.00",5.48,4.82,30.94,-3.39,7.25,1.27,0.68,1.52,0.06,1.52,0.33,0.51,718.27,416.76,0.88,14.02,26.03,693.12,2.27,2019Q3
Mk,Q4/2019,"16,706,851.84","9,911,927.31","1,091,205.07","6,794,924.53","861,175.63","812,446.02","107,056.29","48,729.61","-55,275.23",-0.05,"966,833.35","-1,726,395.37","778,962.47","19,400.45",2.64,3.47,32.53,-6.42,5.66,1.46,0.56,1.94,0.3,1.16,0.28,0.49,743.89,268.98,1.36,10.92,33.43,711.82,2.46,2019Q4
Mk,Q1/2020,"17,113,804.00","10,378,151.00","1,091,205.00","6,735,653.00","666,277.00","635,107.00","96,629.00","31,170.00","-59,745.00",-0.05,"22,930.00","242,545.00","203,749.00","469,224.00",-0.15,2.24,33.25,-8.97,4.68,1.54,0.33,1.71,0.16,0.81,0.21,0.36,"1,005.16",190.62,1.91,7.94,45.96,961.12,2.54,2020Q1
MK,2019,"16,706,851.84","9,911,927.31","1,091,205.07","6,794,924.53","4,602,685.63","4,039,358.02","773,950.29","563,327.61","177,446.77",0.16,"966,833.35","-1,726,395.37","778,962.47","19,400.45",2.64,3.47,32.3,3.86,12.24,1.46,1.72,1.94,0.3,1.16,0.28,0.49,743.89,268.98,1.36,10.92,33.43,711.82,2.46,2019
MK,2018,"15,726,766.03","9,080,745.44","992,010.18","6,646,020.59","4,713,137.94","4,032,677.42","856,092.45","680,460.52","305,924.72",0.31,"2,046,406.92","-2,365,686.92","303,730.29","-15,549.71",4.63,4.55,32.67,6.49,14.44,1.37,2.29,1.98,0.03,2.06,0.32,0.4,918.46,329.28,1.11,18.74,19.48,900.09,2.37,2018
MK,2017,"14,179,835.00","7,511,948.10","992,010.18","6,560,084.45","3,264,365.45","2,727,639.63","672,088.66","536,725.82","233,250.82",0.24,"177,161.58","-331,207.61","177,274.87","23,228.84",3.55,3.88,34.52,7.15,16.44,1.15,2.42,3.26,0.16,3.68,0.24,0.26,"1,428.12",22.59,16.16,16.72,21.83,"1,422.44",2.16,2017
MK,2016,"13,507,817.09","6,814,398.84","992,010.18","6,580,904.53","3,081,285.31","2,472,847.71","729,550.38","608,437.60","350,794.02",0.35,"-719,321.02","-930,626.55","1,437,044.25","-212,903.31",5.38,4.83,35.07,11.38,19.75,1.04,4.13,2.82,0.25,4.02,0.24,0.29,"1,270.72",15.31,23.84,12.31,29.64,"1,264.91",2.05,2016
MK,2015,"11,677,556.68","5,039,827.02","992,010.18","6,470,729.91","3,996,519.00","3,215,145.22","821,224.00","781,373.78","626,714.93",0.71,"878,040.88","-2,440,597.65","1,839,993.40","277,436.62",10.5,8.21,30.42,15.68,19.55,0.78,21.77,2.53,0.3,5.81,0.42,0.42,869.81,42.01,8.69,17.82,20.49,858.02,1.80,2015
Nch,Q1/2015,"5,227,883.00","2,825,878.00","1,185,985.00","2,402,005.00","488,782.00","427,284.00","67,977.00","61,498.00","31,530.00",0.03,"15,838.00","-3,875.00","3,521.00","15,484.00",5.92,4.97,33.2,6.45,12.58,1.18,2.78,2.85,0.02,13.46,0.41,0.3,"1,236.51","16,390.95",0.02,6.07,60.17,"1,176.36",2.18,2015Q1
Nch,Q2/2015,"5,150,645.00","2,747,728.00","1,185,985.00","2,402,917.00","608,452.00","530,073.00","85,206.00","78,379.00","44,793.00",0.04,"237,090.00","-7,826.00","-224,959.00","4,305.00",6.49,5.49,31.6,7.36,12.88,1.14,3.6,2.32,0.01,14.39,0.44,0.32,"1,147.99","24,232.81",0.02,6.43,56.72,"1,091.29",2.14,2015Q2
Nch,Q3/2015,"5,062,156.00","2,638,913.00","1,185,985.00","2,423,243.00","493,168.00","444,623.00","55,263.00","48,545.00","20,326.00",0.02,"244,928.00","-12,749.00","-229,800.00","2,379.00",7.09,5.95,31.46,4.12,9.84,1.09,2.14,2.17,0.01,15.28,0.46,0.33,"1,092.81","50,513.84",0.01,7.58,48.15,"1,044.67",2.09,2015Q3
Nch,Q4/2015,"5,014,358.71","2,562,838.03","1,185,985.05","2,451,520.67","546,929.90","486,156.22","67,204.94","60,773.68","28,278.17",0.03,"344,415.30","-16,839.60","-309,896.65","17,679.04",5.18,4.87,33.68,5.17,11.11,1.05,2.73,2.44,0.02,15.08,0.42,0.31,"1,195.10","198,202.89",0,7.59,48.08,"1,147.02",2.05,2015Q4
Nch,Q1/2016,"5,043,737.00","2,604,806.00","1,185,985.00","2,438,931.00","326,196.00","319,479.00","13,378.00","6,717.00","-12,259.00",-0.01,"-51,326.00","-1,119.00","52,753.00",308,3.35,3.79,29.84,-3.76,2.06,1.07,0.31,2.41,0.02,14.24,0.38,0.28,"1,288.57",847.03,0.43,5.92,61.67,"1,227.33",2.07,2016Q1
Nch,Q2/2016,"4,997,384.00","2,531,590.00","1,245,284.00","2,465,794.00","477,541.00","412,378.00","71,768.00","65,163.00","33,452.00",0.03,"63,787.00","-3,500.00","-72,427.00","-12,140.00",2.87,3.57,34.38,7.01,13.65,1.03,2.84,2.21,0.01,13.55,0.36,0.27,"1,373.23","46,129.87",0.01,5.11,71.39,"1,301.85",2.03,2016Q2
Nch,Q3/2016,"4,997,360.00","2,537,661.00","1,245,284.00","2,459,699.00","294,088.00","291,433.00","9,412.00","2,655.00","-6,095.00",-0.01,"97,057.00",389,"-116,381.00","-18,935.00",1.78,2.69,30.82,-2.07,0.9,1.03,0.27,2.26,0.01,12.36,0.33,0.24,"1,528.12","45,750.79",0.01,4.87,74.98,"1,453.15",2.03,2016Q3
